cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous,Prediction,Confidence,Accuracy
Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9874895525767186,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9772535880437261,Correct
Convex,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9866688901681191,Correct
Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9858253100223224,Correct
Convex,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Grasses,Poisonous,Poisonous,0.7894278854756505,Correct
Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9874537168522264,Correct
Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9895284063210349,Correct
Flat,Scaly,White,Bruises,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous,Poisonous,0.7884864887377764,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9876246995198927,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9857583542426985,Correct
Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9939384928972419,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9913129473320964,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9874895525767186,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9921199182765489,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9921199182765489,Correct
Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9921199182765489,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Poisonous,Poisonous,0.8777461390154215,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9935439915059256,Correct
Convex,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Poisonous,Poisonous,0.7889480271993149,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Urban,Poisonous,Poisonous,0.877266280739086,Correct
Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9895284063210349,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9863921116417557,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9557909140339482,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9868237663180146,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9876246995198927,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9876246995198927,Correct
Convex,Scaly,Gray,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.988620090206135,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9674977781060689,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9855242226602536,Correct
Flat,Scaly,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Grasses,Poisonous,Poisonous,0.7889663470141118,Correct
Flat,Scaly,Brown,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous,Poisonous,0.8063715690759844,Correct
Convex,Smooth,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9807023716091837,Correct
Flat,Smooth,Brown,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous,Poisonous,0.8068331075375229,Correct
Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9921199182765489,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9676470352302647,Correct
Flat,Smooth,Brown,Bruises,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses,Poisonous,Poisonous,0.8073129658138585,Correct
Flat,Scaly,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses,Poisonous,Poisonous,0.7889663470141118,Correct
Flat,Scaly,Brown,Bruises,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses,Poisonous,Poisonous,0.80685142735232,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses,Poisonous,Poisonous,0.7889480271993149,Correct
Convex,Smooth,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9867568105383907,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9869981005785821,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9867568105383907,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9870578979004595,Correct
Flat,Scaly,Brown,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban,Poisonous,Poisonous,0.8697106945797369,Correct
Convex,Smooth,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9835260520376071,Correct
Convex,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9827415024289701,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9848255956953682,Correct
Convex,Smooth,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9835260520376071,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous,Poisonous,0.7889480271993149,Correct
Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9876246995198927,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9471851584457203,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Urban,Poisonous,Poisonous,0.877266280739086,Correct
Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9913129473320964,Correct
Flat,Fibrous,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9772535880437261,Correct
Convex,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9471851584457203,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9653806994155418,Correct
Bell,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows,Edible,Edible,0.9426712515380204,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9868237663180146,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9827412253534998,Correct
Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9848255956953682,Correct
Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9876246995198927,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.995171080775379,Correct
Convex,Scaly,Brown,Bruises,Pungent,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Urban,Poisonous,Poisonous,0.8854213124938778,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9721678803830769,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9735943909479077,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9855242226602536,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods,Edible,Edible,0.9875649021980152,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9870578979004595,Correct
Convex,Fibrous,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9850925679839946,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Grasses,Poisonous,Poisonous,0.7894278854756505,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses,Poisonous,Poisonous,0.7894278854756505,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9880563541961517,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods,Edible,Edible,0.9863985288441066,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9895284063210349,Correct
Convex,Scaly,Yellow,Bruises,Almond,Free,Close,Broad,White,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Paths,Edible,Edible,0.9305639176507031,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9800365853504798,Correct
Convex,Smooth,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9794697837310465,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9876246995198927,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9853327373090139,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9682826047901761,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9923114036277886,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9539723394132552,Correct
Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.984258794075935,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9827412253534998,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9490037330664133,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9834739673918277,Correct
Flat,Fibrous,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9835260520376071,Correct
Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9917446020083553,Correct
Flat,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous,Poisonous,0.7889480271993149,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9876246995198927,Correct
Bell,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.9472615020238601,Correct
Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9903132330051422,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses,Edible,Edible,0.9840407690112609,Correct
Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods,Edible,Edible,0.9741611925673409,Correct
Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows,Edible,Edible,0.9195297104821323,Correct
Convex,Smooth,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9766867864242929,Correct
Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods,Edible,Edible,0.9741611925673409,Correct
Convex,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses,Poisonous,Poisonous,0.7889480271993149,Correct
Flat,Fibrous,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9780384147278334,Correct
Flat,Scaly,White,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Urban,Poisonous,Poisonous,0.877266280739086,Correct
Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9880563541961517,Correct
Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9923114036277886,Correct
Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses,Edible,Edible,0.9500039746736623,Correct
Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9935439915059256,Correct
Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses,Edible,Edible,0.9923114036277886,Correct
Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9903132330051422,Correct
Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses,Edible,Edible,0.9840407690112609,Correct
Flat,Smooth,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses,Edible,Edible,0.9800365853504798,Correct
Flat,Smooth,Brown,Bruises,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses,Poisonous,Poisonous,0.8073129658138585,Correct
